,Year,Week,Province,"Age at time of death_Age at time of death, 0 to 44 years","Age at time of death_Age at time of death, 45 to 64 years","Age at time of death_Age at time of death, 65 to 84 years","Age at time of death_Age at time of death, 85 years and over","Age at time of death_Age at time of death, 0 to 44 years female","Age at time of death_Age at time of death, 45 to 64 years female","Age at time of death_Age at time of death, 65 to 84 years female","Age at time of death_Age at time of death, 85 years and over female"
846,2020,2020-04-04,BC,1,1,1,1,5.0,45.0,155.0,185.0
847,2020,2020-04-04,Manitoba,1,1,1,1,5.0,20.0,40.0,55.0
848,2020,2020-04-04,New Brunswick,1,1,1,1,5.0,15.0,20.0,35.0
849,2020,2020-04-04,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,20.0
850,2020,2020-04-04,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
851,2020,2020-04-04,Nova Scotia,1,1,1,1,5.0,15.0,40.0,30.0
852,2020,2020-04-04,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
853,2020,2020-04-04,ON,1,1,1,1,40.0,150.0,445.0,600.0
854,2020,2020-04-04,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
855,2020,2020-04-04,QC,1,1,1,1,15.0,80.0,275.0,395.0
856,2020,2020-04-04,Saskatchewan,1,1,1,1,5.0,10.0,25.0,45.0
857,2020,2020-04-04,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
858,2020,2020-04-11,Alberta,1,1,1,1,5.0,40.0,100.0,105.0
859,2020,2020-04-11,BC,1,1,1,1,15.0,40.0,150.0,190.0
860,2020,2020-04-11,Manitoba,1,1,1,1,5.0,20.0,35.0,50.0
861,2020,2020-04-11,New Brunswick,1,1,1,1,0.0,5.0,30.0,25.0
862,2020,2020-04-11,Newfoundland and Labrador,1,1,1,1,5.0,10.0,25.0,20.0
863,2020,2020-04-11,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
864,2020,2020-04-11,Nova Scotia,1,1,1,1,0.0,10.0,40.0,40.0
865,2020,2020-04-11,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
866,2020,2020-04-11,ON,1,1,1,1,45.0,120.0,495.0,585.0
867,2020,2020-04-11,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
868,2020,2020-04-11,QC,1,1,1,1,25.0,75.0,370.0,475.0
869,2020,2020-04-11,Saskatchewan,1,1,1,1,5.0,15.0,35.0,50.0
870,2020,2020-04-11,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
871,2020,2020-04-18,Alberta,1,1,1,1,15.0,30.0,95.0,110.0
872,2020,2020-04-18,BC,1,1,1,1,15.0,40.0,130.0,170.0
873,2020,2020-04-18,Manitoba,1,1,1,1,5.0,10.0,40.0,65.0
874,2020,2020-04-18,New Brunswick,1,1,1,1,0.0,10.0,25.0,40.0
875,2020,2020-04-18,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,25.0
876,2020,2020-04-18,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
877,2020,2020-04-18,Nova Scotia,1,1,1,1,5.0,10.0,40.0,35.0
878,2020,2020-04-18,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
879,2020,2020-04-18,ON,1,1,1,1,25.0,115.0,485.0,645.0
880,2020,2020-04-18,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
881,2020,2020-04-18,QC,1,1,1,1,25.0,85.0,355.0,525.0
882,2020,2020-04-18,Saskatchewan,1,1,1,1,5.0,10.0,40.0,35.0
883,2020,2020-04-18,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
884,2020,2020-04-25,Alberta,1,1,1,1,20.0,35.0,85.0,95.0
885,2020,2020-04-25,BC,1,1,1,1,15.0,35.0,115.0,155.0
886,2020,2020-04-25,Manitoba,1,1,1,1,5.0,15.0,30.0,50.0
887,2020,2020-04-25,New Brunswick,1,1,1,1,0.0,5.0,25.0,40.0
888,2020,2020-04-25,Newfoundland and Labrador,1,1,1,1,0.0,5.0,30.0,10.0
889,2020,2020-04-25,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
890,2020,2020-04-25,Nova Scotia,1,1,1,1,5.0,15.0,50.0,50.0
891,2020,2020-04-25,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
892,2020,2020-04-25,ON,1,1,1,1,35.0,135.0,490.0,670.0
893,2020,2020-04-25,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
894,2020,2020-04-25,QC,1,1,1,1,10.0,80.0,370.0,620.0
895,2020,2020-04-25,Saskatchewan,1,1,1,1,10.0,10.0,30.0,40.0
896,2020,2020-04-25,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
897,2020,2020-05-02,Alberta,1,1,1,1,15.0,30.0,105.0,110.0
898,2020,2020-05-02,BC,1,1,1,1,10.0,35.0,115.0,175.0
899,2020,2020-05-02,Manitoba,1,1,1,1,5.0,15.0,50.0,45.0
900,2020,2020-05-02,New Brunswick,1,1,1,1,0.0,10.0,15.0,35.0
901,2020,2020-05-02,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,20.0
902,2020,2020-05-02,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
903,2020,2020-05-02,Nova Scotia,1,1,1,1,0.0,10.0,40.0,45.0
904,2020,2020-05-02,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
905,2020,2020-05-02,ON,1,1,1,1,30.0,140.0,480.0,660.0
906,2020,2020-05-02,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
907,2020,2020-05-02,QC,1,1,1,1,25.0,80.0,400.0,615.0
908,2020,2020-05-02,Saskatchewan,1,1,1,1,5.0,10.0,30.0,55.0
909,2020,2020-05-02,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
910,2020,2020-05-09,Alberta,1,1,1,1,20.0,30.0,85.0,80.0
911,2020,2020-05-09,BC,1,1,1,1,5.0,45.0,135.0,150.0
912,2020,2020-05-09,Manitoba,1,1,1,1,5.0,10.0,40.0,45.0
913,2020,2020-05-09,New Brunswick,1,1,1,1,5.0,10.0,25.0,30.0
914,2020,2020-05-09,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,15.0
915,2020,2020-05-09,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
916,2020,2020-05-09,Nova Scotia,1,1,1,1,0.0,10.0,45.0,45.0
917,2020,2020-05-09,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
918,2020,2020-05-09,ON,1,1,1,1,40.0,130.0,435.0,585.0
919,2020,2020-05-09,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
920,2020,2020-05-09,QC,1,1,1,1,20.0,85.0,330.0,535.0
921,2020,2020-05-09,Saskatchewan,1,1,1,1,5.0,10.0,30.0,35.0
922,2020,2020-05-09,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
923,2020,2020-05-16,Alberta,1,1,1,1,10.0,40.0,100.0,100.0
924,2020,2020-05-16,BC,1,1,1,1,15.0,45.0,125.0,150.0
925,2020,2020-05-16,Manitoba,1,1,1,1,5.0,10.0,45.0,50.0
926,2020,2020-05-16,New Brunswick,1,1,1,1,0.0,5.0,30.0,20.0
927,2020,2020-05-16,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,30.0
928,2020,2020-05-16,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
929,2020,2020-05-16,Nova Scotia,1,1,1,1,5.0,10.0,45.0,25.0
930,2020,2020-05-16,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
931,2020,2020-05-16,ON,1,1,1,1,30.0,130.0,420.0,550.0
932,2020,2020-05-16,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
933,2020,2020-05-16,QC,1,1,1,1,10.0,50.0,345.0,480.0
934,2020,2020-05-16,Saskatchewan,1,1,1,1,5.0,5.0,25.0,30.0
935,2020,2020-05-16,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
936,2020,2020-05-23,Alberta,1,1,1,1,20.0,35.0,80.0,95.0
937,2020,2020-05-23,BC,1,1,1,1,20.0,40.0,125.0,150.0
938,2020,2020-05-23,Manitoba,1,1,1,1,5.0,10.0,40.0,30.0
939,2020,2020-05-23,New Brunswick,1,1,1,1,0.0,10.0,30.0,25.0
940,2020,2020-05-23,Newfoundland and Labrador,1,1,1,1,5.0,10.0,15.0,30.0
941,2020,2020-05-23,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
942,2020,2020-05-23,Nova Scotia,1,1,1,1,0.0,5.0,35.0,40.0
943,2020,2020-05-23,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
944,2020,2020-05-23,ON,1,1,1,1,40.0,135.0,380.0,495.0
945,2020,2020-05-23,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
946,2020,2020-05-23,QC,1,1,1,1,10.0,75.0,305.0,420.0
947,2020,2020-05-23,Saskatchewan,1,1,1,1,5.0,10.0,35.0,30.0
948,2020,2020-05-23,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
949,2020,2020-05-30,Alberta,1,1,1,1,25.0,25.0,90.0,90.0
950,2020,2020-05-30,BC,1,1,1,1,15.0,40.0,120.0,150.0
951,2020,2020-05-30,Manitoba,1,1,1,1,5.0,20.0,30.0,40.0
952,2020,2020-05-30,New Brunswick,1,1,1,1,0.0,10.0,35.0,20.0
953,2020,2020-05-30,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,25.0
954,2020,2020-05-30,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
955,2020,2020-05-30,Nova Scotia,1,1,1,1,5.0,15.0,30.0,30.0
956,2020,2020-05-30,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
957,2020,2020-05-30,ON,1,1,1,1,40.0,115.0,370.0,485.0
958,2020,2020-05-30,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
959,2020,2020-05-30,QC,1,1,1,1,20.0,85.0,315.0,445.0
960,2020,2020-05-30,Saskatchewan,1,1,1,1,5.0,10.0,30.0,40.0
961,2020,2020-05-30,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
962,2020,2020-06-06,Alberta,1,1,1,1,20.0,40.0,90.0,85.0
963,2020,2020-06-06,BC,1,1,1,1,25.0,25.0,125.0,130.0
964,2020,2020-06-06,Manitoba,1,1,1,1,10.0,5.0,40.0,45.0
965,2020,2020-06-06,New Brunswick,1,1,1,1,0.0,10.0,30.0,35.0
966,2020,2020-06-06,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,20.0
967,2020,2020-06-06,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
968,2020,2020-06-06,Nova Scotia,1,1,1,1,0.0,10.0,20.0,30.0
969,2020,2020-06-06,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
970,2020,2020-06-06,ON,1,1,1,1,45.0,115.0,420.0,465.0
971,2020,2020-06-06,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
972,2020,2020-06-06,QC,1,1,1,1,10.0,80.0,290.0,340.0
973,2020,2020-06-06,Saskatchewan,1,1,1,1,10.0,10.0,25.0,40.0
974,2020,2020-06-06,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
975,2020,2020-06-13,Alberta,1,1,1,1,25.0,35.0,85.0,80.0
976,2020,2020-06-13,BC,1,1,1,1,10.0,40.0,125.0,135.0
977,2020,2020-06-13,Manitoba,1,1,1,1,5.0,10.0,35.0,30.0
978,2020,2020-06-13,New Brunswick,1,1,1,1,0.0,10.0,25.0,20.0
979,2020,2020-06-13,Newfoundland and Labrador,1,1,1,1,5.0,10.0,10.0,20.0
980,2020,2020-06-13,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
981,2020,2020-06-13,Nova Scotia,1,1,1,1,5.0,10.0,40.0,40.0
982,2020,2020-06-13,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
983,2020,2020-06-13,ON,1,1,1,1,35.0,130.0,350.0,400.0
984,2020,2020-06-13,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
985,2020,2020-06-13,QC,1,1,1,1,10.0,70.0,240.0,285.0
986,2020,2020-06-13,Saskatchewan,1,1,1,1,5.0,0.0,25.0,30.0
987,2020,2020-06-13,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
988,2020,2020-06-20,Alberta,1,1,1,1,15.0,35.0,85.0,90.0
989,2020,2020-06-20,BC,1,1,1,1,15.0,35.0,130.0,165.0
990,2020,2020-06-20,Manitoba,1,1,1,1,5.0,10.0,40.0,40.0
991,2020,2020-06-20,New Brunswick,1,1,1,1,5.0,10.0,40.0,25.0
992,2020,2020-06-20,Newfoundland and Labrador,1,1,1,1,0.0,10.0,30.0,10.0
993,2020,2020-06-20,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
994,2020,2020-06-20,Nova Scotia,1,1,1,1,5.0,15.0,40.0,35.0
995,2020,2020-06-20,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
996,2020,2020-06-20,ON,1,1,1,1,35.0,135.0,395.0,425.0
997,2020,2020-06-20,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
998,2020,2020-06-20,QC,1,1,1,1,15.0,70.0,250.0,280.0
999,2020,2020-06-20,Saskatchewan,1,1,1,1,5.0,15.0,35.0,45.0
1000,2020,2020-06-20,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1001,2020,2020-06-27,Alberta,1,1,1,1,20.0,35.0,95.0,90.0
1002,2020,2020-06-27,BC,1,1,1,1,15.0,45.0,115.0,155.0
1003,2020,2020-06-27,Manitoba,1,1,1,1,5.0,10.0,40.0,40.0
1004,2020,2020-06-27,New Brunswick,1,1,1,1,5.0,5.0,30.0,25.0
1005,2020,2020-06-27,Newfoundland and Labrador,1,1,1,1,5.0,5.0,20.0,10.0
1006,2020,2020-06-27,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1007,2020,2020-06-27,Nova Scotia,1,1,1,1,5.0,15.0,35.0,40.0
1008,2020,2020-06-27,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1009,2020,2020-06-27,ON,1,1,1,1,40.0,120.0,360.0,400.0
1010,2020,2020-06-27,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1011,2020,2020-06-27,QC,1,1,1,1,10.0,65.0,245.0,265.0
1012,2020,2020-06-27,Saskatchewan,1,1,1,1,5.0,10.0,30.0,50.0
1013,2020,2020-06-27,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1014,2020,2020-07-04,Alberta,1,1,1,1,20.0,45.0,75.0,90.0
1015,2020,2020-07-04,BC,1,1,1,1,15.0,45.0,115.0,130.0
1016,2020,2020-07-04,Manitoba,1,1,1,1,5.0,10.0,35.0,45.0
1017,2020,2020-07-04,New Brunswick,1,1,1,1,0.0,5.0,25.0,25.0
1018,2020,2020-07-04,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,20.0
1019,2020,2020-07-04,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1020,2020,2020-07-04,Nova Scotia,1,1,1,1,0.0,10.0,30.0,20.0
1021,2020,2020-07-04,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1022,2020,2020-07-04,ON,1,1,1,1,50.0,125.0,365.0,445.0
1023,2020,2020-07-04,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1024,2020,2020-07-04,QC,1,1,1,1,20.0,60.0,220.0,220.0
1025,2020,2020-07-04,Saskatchewan,1,1,1,1,5.0,10.0,30.0,30.0
1026,2020,2020-07-04,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1027,2020,2020-07-11,Alberta,1,1,1,1,20.0,35.0,95.0,95.0
1028,2020,2020-07-11,BC,1,1,1,1,20.0,40.0,135.0,145.0
1029,2020,2020-07-11,Manitoba,1,1,1,1,10.0,15.0,45.0,30.0
1030,2020,2020-07-11,New Brunswick,1,1,1,1,0.0,10.0,20.0,40.0
1031,2020,2020-07-11,Newfoundland and Labrador,1,1,1,1,0.0,10.0,15.0,5.0
1032,2020,2020-07-11,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1033,2020,2020-07-11,Nova Scotia,1,1,1,1,0.0,15.0,35.0,40.0
1034,2020,2020-07-11,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1035,2020,2020-07-11,ON,1,1,1,1,35.0,110.0,390.0,385.0
1036,2020,2020-07-11,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1037,2020,2020-07-11,QC,1,1,1,1,20.0,65.0,270.0,265.0
1038,2020,2020-07-11,Saskatchewan,1,1,1,1,5.0,5.0,25.0,45.0
1039,2020,2020-07-11,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1040,2020,2020-07-18,Alberta,1,1,1,1,30.0,35.0,70.0,95.0
1041,2020,2020-07-18,BC,1,1,1,1,15.0,40.0,120.0,115.0
1042,2020,2020-07-18,Manitoba,1,1,1,1,10.0,20.0,30.0,45.0
1043,2020,2020-07-18,New Brunswick,1,1,1,1,0.0,5.0,30.0,20.0
1044,2020,2020-07-18,Newfoundland and Labrador,1,1,1,1,5.0,10.0,20.0,20.0
1045,2020,2020-07-18,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1046,2020,2020-07-18,Nova Scotia,1,1,1,1,0.0,10.0,35.0,30.0
1047,2020,2020-07-18,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1048,2020,2020-07-18,ON,1,1,1,1,45.0,105.0,325.0,410.0
1049,2020,2020-07-18,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1050,2020,2020-07-18,QC,1,1,1,1,15.0,80.0,245.0,245.0
1051,2020,2020-07-18,Saskatchewan,1,1,1,1,5.0,20.0,30.0,50.0
1052,2020,2020-07-18,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1053,2020,2020-07-25,Alberta,1,1,1,1,15.0,30.0,95.0,100.0
1054,2020,2020-07-25,BC,1,1,1,1,10.0,50.0,150.0,160.0
1055,2020,2020-07-25,Manitoba,1,1,1,1,10.0,15.0,25.0,30.0
1056,2020,2020-07-25,New Brunswick,1,1,1,1,0.0,5.0,30.0,20.0
1057,2020,2020-07-25,Newfoundland and Labrador,1,1,1,1,0.0,5.0,35.0,15.0
1058,2020,2020-07-25,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1059,2020,2020-07-25,Nova Scotia,1,1,1,1,5.0,10.0,30.0,25.0
1060,2020,2020-07-25,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1061,2020,2020-07-25,ON,1,1,1,1,55.0,120.0,385.0,430.0
1062,2020,2020-07-25,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1063,2020,2020-07-25,QC,1,1,1,1,15.0,65.0,230.0,240.0
1064,2020,2020-07-25,Saskatchewan,1,1,1,1,10.0,10.0,25.0,35.0
1065,2020,2020-07-25,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1066,2020,2020-08-01,Alberta,1,1,1,1,10.0,40.0,75.0,115.0
1067,2020,2020-08-01,BC,1,1,1,1,15.0,45.0,135.0,145.0
1068,2020,2020-08-01,Manitoba,1,1,1,1,5.0,15.0,35.0,55.0
1069,2020,2020-08-01,New Brunswick,1,1,1,1,5.0,10.0,30.0,30.0
1070,2020,2020-08-01,Newfoundland and Labrador,1,1,1,1,0.0,10.0,15.0,10.0
1071,2020,2020-08-01,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1072,2020,2020-08-01,Nova Scotia,1,1,1,1,0.0,10.0,35.0,35.0
1073,2020,2020-08-01,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1074,2020,2020-08-01,ON,1,1,1,1,35.0,115.0,365.0,425.0
1075,2020,2020-08-01,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1076,2020,2020-08-01,QC,1,1,1,1,10.0,50.0,245.0,230.0
1077,2020,2020-08-01,Saskatchewan,1,1,1,1,5.0,15.0,35.0,35.0
1078,2020,2020-08-01,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1079,2020,2020-08-08,Alberta,1,1,1,1,15.0,35.0,85.0,80.0
1080,2020,2020-08-08,BC,1,1,1,1,15.0,35.0,135.0,180.0
1081,2020,2020-08-08,Manitoba,1,1,1,1,5.0,20.0,30.0,45.0
1082,2020,2020-08-08,New Brunswick,1,1,1,1,0.0,10.0,25.0,25.0
1083,2020,2020-08-08,Newfoundland and Labrador,1,1,1,1,0.0,5.0,15.0,15.0
1084,2020,2020-08-08,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1085,2020,2020-08-08,Nova Scotia,1,1,1,1,0.0,15.0,40.0,40.0
1086,2020,2020-08-08,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1087,2020,2020-08-08,ON,1,1,1,1,30.0,115.0,335.0,400.0
1088,2020,2020-08-08,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1089,2020,2020-08-08,QC,1,1,1,1,20.0,80.0,260.0,280.0
1090,2020,2020-08-08,Saskatchewan,1,1,1,1,10.0,15.0,40.0,40.0
1091,2020,2020-08-08,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1092,2020,2020-08-15,Alberta,1,1,1,1,15.0,45.0,80.0,80.0
1093,2020,2020-08-15,BC,1,1,1,1,5.0,40.0,125.0,145.0
1094,2020,2020-08-15,Manitoba,1,1,1,1,5.0,10.0,55.0,45.0
1095,2020,2020-08-15,New Brunswick,1,1,1,1,5.0,5.0,35.0,25.0
1096,2020,2020-08-15,Newfoundland and Labrador,1,1,1,1,0.0,5.0,10.0,15.0
1097,2020,2020-08-15,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1098,2020,2020-08-15,Nova Scotia,1,1,1,1,5.0,10.0,35.0,35.0
1099,2020,2020-08-15,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1100,2020,2020-08-15,ON,1,1,1,1,40.0,115.0,410.0,415.0
1101,2020,2020-08-15,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1102,2020,2020-08-15,QC,1,1,1,1,15.0,60.0,255.0,285.0
1103,2020,2020-08-15,Saskatchewan,1,1,1,1,5.0,10.0,25.0,45.0
1104,2020,2020-08-15,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1105,2020,2020-08-22,Alberta,1,1,1,1,20.0,45.0,100.0,110.0
1106,2020,2020-08-22,BC,1,1,1,1,15.0,25.0,145.0,180.0
1107,2020,2020-08-22,Manitoba,1,1,1,1,10.0,15.0,35.0,35.0
1108,2020,2020-08-22,New Brunswick,1,1,1,1,5.0,10.0,30.0,30.0
1109,2020,2020-08-22,Newfoundland and Labrador,1,1,1,1,0.0,0.0,25.0,15.0
1110,2020,2020-08-22,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1111,2020,2020-08-22,Nova Scotia,1,1,1,1,0.0,10.0,45.0,40.0
1112,2020,2020-08-22,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1113,2020,2020-08-22,ON,1,1,1,1,40.0,120.0,395.0,435.0
1114,2020,2020-08-22,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1115,2020,2020-08-22,QC,1,1,1,1,15.0,65.0,235.0,240.0
1116,2020,2020-08-22,Saskatchewan,1,1,1,1,10.0,10.0,30.0,30.0
1117,2020,2020-08-22,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1118,2020,2020-08-29,Alberta,1,1,1,1,10.0,35.0,90.0,90.0
1119,2020,2020-08-29,BC,1,1,1,1,10.0,35.0,135.0,165.0
1120,2020,2020-08-29,Manitoba,1,1,1,1,10.0,10.0,30.0,50.0
1121,2020,2020-08-29,New Brunswick,1,1,1,1,0.0,15.0,30.0,35.0
1122,2020,2020-08-29,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,10.0
1123,2020,2020-08-29,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1124,2020,2020-08-29,Nova Scotia,1,1,1,1,5.0,10.0,30.0,40.0
1125,2020,2020-08-29,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1126,2020,2020-08-29,ON,1,1,1,1,35.0,100.0,370.0,425.0
1127,2020,2020-08-29,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1128,2020,2020-08-29,QC,1,1,1,1,10.0,80.0,255.0,285.0
