,Year,Week,Province,"Age at time of death_Age at time of death, 0 to 44 years","Age at time of death_Age at time of death, 45 to 64 years","Age at time of death_Age at time of death, 65 to 84 years","Age at time of death_Age at time of death, 85 years and over","Age at time of death_Age at time of death, 0 to 44 years female","Age at time of death_Age at time of death, 45 to 64 years female","Age at time of death_Age at time of death, 65 to 84 years female","Age at time of death_Age at time of death, 85 years and over female"
1129,2020,2020-08-29,Saskatchewan,1,1,1,1,5.0,10.0,35.0,40.0
1130,2020,2020-08-29,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1131,2020,2020-09-05,Alberta,1,1,1,1,20.0,45.0,95.0,85.0
1132,2020,2020-09-05,BC,1,1,1,1,15.0,45.0,115.0,140.0
1133,2020,2020-09-05,Manitoba,1,1,1,1,10.0,15.0,25.0,45.0
1134,2020,2020-09-05,New Brunswick,1,1,1,1,5.0,10.0,15.0,25.0
1135,2020,2020-09-05,Newfoundland and Labrador,1,1,1,1,0.0,5.0,30.0,20.0
1136,2020,2020-09-05,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1137,2020,2020-09-05,Nova Scotia,1,1,1,1,5.0,15.0,35.0,40.0
1138,2020,2020-09-05,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1139,2020,2020-09-05,ON,1,1,1,1,50.0,115.0,395.0,455.0
1140,2020,2020-09-05,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1141,2020,2020-09-05,QC,1,1,1,1,20.0,55.0,225.0,255.0
1142,2020,2020-09-05,Saskatchewan,1,1,1,1,5.0,15.0,25.0,30.0
1143,2020,2020-09-05,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1144,2020,2020-09-12,Alberta,1,1,1,1,15.0,30.0,100.0,90.0
1145,2020,2020-09-12,BC,1,1,1,1,15.0,35.0,130.0,160.0
1146,2020,2020-09-12,Manitoba,1,1,1,1,5.0,15.0,45.0,45.0
1147,2020,2020-09-12,New Brunswick,1,1,1,1,5.0,10.0,30.0,25.0
1148,2020,2020-09-12,Newfoundland and Labrador,1,1,1,1,0.0,5.0,25.0,15.0
1149,2020,2020-09-12,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1150,2020,2020-09-12,Nova Scotia,1,1,1,1,5.0,10.0,40.0,40.0
1151,2020,2020-09-12,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1152,2020,2020-09-12,ON,1,1,1,1,35.0,120.0,380.0,420.0
1153,2020,2020-09-12,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1154,2020,2020-09-12,QC,1,1,1,1,15.0,75.0,235.0,250.0
1155,2020,2020-09-12,Saskatchewan,1,1,1,1,5.0,10.0,40.0,45.0
1156,2020,2020-09-12,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1157,2020,2020-09-19,Alberta,1,1,1,1,20.0,35.0,105.0,120.0
1158,2020,2020-09-19,BC,1,1,1,1,15.0,40.0,150.0,150.0
1159,2020,2020-09-19,Manitoba,1,1,1,1,10.0,15.0,40.0,40.0
1160,2020,2020-09-19,New Brunswick,1,1,1,1,0.0,10.0,35.0,25.0
1161,2020,2020-09-19,Newfoundland and Labrador,1,1,1,1,0.0,15.0,20.0,15.0
1162,2020,2020-09-19,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1163,2020,2020-09-19,Nova Scotia,1,1,1,1,0.0,10.0,40.0,35.0
1164,2020,2020-09-19,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1165,2020,2020-09-19,ON,1,1,1,1,40.0,120.0,370.0,445.0
1166,2020,2020-09-19,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1167,2020,2020-09-19,QC,1,1,1,1,25.0,65.0,260.0,290.0
1168,2020,2020-09-19,Saskatchewan,1,1,1,1,5.0,10.0,35.0,35.0
1169,2020,2020-09-19,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1170,2020,2020-09-26,Alberta,1,1,1,1,25.0,35.0,95.0,80.0
1171,2020,2020-09-26,BC,1,1,1,1,15.0,45.0,165.0,160.0
1172,2020,2020-09-26,Manitoba,1,1,1,1,10.0,25.0,30.0,45.0
1173,2020,2020-09-26,New Brunswick,1,1,1,1,0.0,5.0,30.0,25.0
1174,2020,2020-09-26,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,15.0
1175,2020,2020-09-26,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1176,2020,2020-09-26,Nova Scotia,1,1,1,1,5.0,10.0,45.0,35.0
1177,2020,2020-09-26,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1178,2020,2020-09-26,ON,1,1,1,1,45.0,110.0,425.0,460.0
1179,2020,2020-09-26,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1180,2020,2020-09-26,QC,1,1,1,1,10.0,65.0,260.0,295.0
1181,2020,2020-09-26,Saskatchewan,1,1,1,1,5.0,20.0,25.0,55.0
1182,2020,2020-09-26,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1183,2020,2020-10-03,Alberta,1,1,1,1,20.0,45.0,105.0,105.0
1184,2020,2020-10-03,BC,1,1,1,1,15.0,50.0,145.0,120.0
1185,2020,2020-10-03,Manitoba,1,1,1,1,5.0,5.0,35.0,45.0
1186,2020,2020-10-03,New Brunswick,1,1,1,1,0.0,10.0,25.0,30.0
1187,2020,2020-10-03,Newfoundland and Labrador,1,1,1,1,5.0,5.0,20.0,20.0
1188,2020,2020-10-03,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1189,2020,2020-10-03,Nova Scotia,1,1,1,1,0.0,10.0,40.0,40.0
1190,2020,2020-10-03,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1191,2020,2020-10-03,ON,1,1,1,1,40.0,150.0,400.0,480.0
1192,2020,2020-10-03,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1193,2020,2020-10-03,QC,1,1,1,1,20.0,80.0,265.0,285.0
1194,2020,2020-10-03,Saskatchewan,1,1,1,1,0.0,15.0,40.0,40.0
1195,2020,2020-10-03,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1196,2020,2020-10-10,Alberta,1,1,1,1,20.0,45.0,115.0,95.0
1197,2020,2020-10-10,BC,1,1,1,1,15.0,40.0,140.0,160.0
1198,2020,2020-10-10,Manitoba,1,1,1,1,10.0,15.0,40.0,55.0
1199,2020,2020-10-10,New Brunswick,1,1,1,1,0.0,5.0,35.0,30.0
1200,2020,2020-10-10,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,15.0
1201,2020,2020-10-10,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1202,2020,2020-10-10,Nova Scotia,1,1,1,1,0.0,10.0,35.0,45.0
1203,2020,2020-10-10,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1204,2020,2020-10-10,ON,1,1,1,1,30.0,130.0,405.0,470.0
1205,2020,2020-10-10,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1206,2020,2020-10-10,QC,1,1,1,1,20.0,85.0,275.0,340.0
1207,2020,2020-10-10,Saskatchewan,1,1,1,1,5.0,15.0,25.0,45.0
1208,2020,2020-10-10,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1209,2020,2020-10-17,Alberta,1,1,1,1,15.0,40.0,80.0,95.0
1210,2020,2020-10-17,BC,1,1,1,1,5.0,50.0,115.0,145.0
1211,2020,2020-10-17,Manitoba,1,1,1,1,5.0,15.0,35.0,50.0
1212,2020,2020-10-17,New Brunswick,1,1,1,1,0.0,10.0,40.0,30.0
1213,2020,2020-10-17,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,15.0
1214,2020,2020-10-17,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1215,2020,2020-10-17,Nova Scotia,1,1,1,1,5.0,10.0,45.0,25.0
1216,2020,2020-10-17,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1217,2020,2020-10-17,ON,1,1,1,1,40.0,130.0,435.0,460.0
1218,2020,2020-10-17,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1219,2020,2020-10-17,QC,1,1,1,1,15.0,55.0,285.0,300.0
1220,2020,2020-10-17,Saskatchewan,1,1,1,1,5.0,5.0,40.0,55.0
1221,2020,2020-10-17,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1222,2020,2020-10-24,Alberta,1,1,1,1,15.0,35.0,100.0,95.0
1223,2020,2020-10-24,BC,1,1,1,1,20.0,40.0,145.0,165.0
1224,2020,2020-10-24,Manitoba,1,1,1,1,15.0,15.0,45.0,40.0
1225,2020,2020-10-24,New Brunswick,1,1,1,1,0.0,15.0,25.0,35.0
1226,2020,2020-10-24,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,20.0
1227,2020,2020-10-24,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1228,2020,2020-10-24,Nova Scotia,1,1,1,1,0.0,10.0,40.0,45.0
1229,2020,2020-10-24,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1230,2020,2020-10-24,ON,1,1,1,1,45.0,125.0,385.0,530.0
1231,2020,2020-10-24,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1232,2020,2020-10-24,QC,1,1,1,1,15.0,80.0,235.0,325.0
1233,2020,2020-10-24,Saskatchewan,1,1,1,1,5.0,10.0,40.0,55.0
1234,2020,2020-10-24,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1235,2020,2020-10-31,Alberta,1,1,1,1,10.0,35.0,105.0,130.0
1236,2020,2020-10-31,BC,1,1,1,1,15.0,40.0,120.0,160.0
1237,2020,2020-10-31,Manitoba,1,1,1,1,10.0,15.0,50.0,60.0
1238,2020,2020-10-31,New Brunswick,1,1,1,1,5.0,10.0,40.0,30.0
1239,2020,2020-10-31,Newfoundland and Labrador,1,1,1,1,5.0,5.0,20.0,20.0
1240,2020,2020-10-31,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1241,2020,2020-10-31,Nova Scotia,1,1,1,1,5.0,5.0,35.0,40.0
1242,2020,2020-10-31,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1243,2020,2020-10-31,ON,1,1,1,1,30.0,100.0,410.0,515.0
1244,2020,2020-10-31,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1245,2020,2020-10-31,QC,1,1,1,1,20.0,70.0,275.0,310.0
1246,2020,2020-10-31,Saskatchewan,1,1,1,1,5.0,10.0,40.0,45.0
1247,2020,2020-10-31,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1248,2020,2020-11-07,Alberta,1,1,1,1,15.0,40.0,100.0,135.0
1249,2020,2020-11-07,BC,1,1,1,1,20.0,50.0,160.0,160.0
1250,2020,2020-11-07,Manitoba,1,1,1,1,5.0,15.0,55.0,60.0
1251,2020,2020-11-07,New Brunswick,1,1,1,1,5.0,10.0,30.0,35.0
1252,2020,2020-11-07,Newfoundland and Labrador,1,1,1,1,5.0,5.0,20.0,20.0
1253,2020,2020-11-07,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1254,2020,2020-11-07,Nova Scotia,1,1,1,1,0.0,10.0,50.0,50.0
1255,2020,2020-11-07,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1256,2020,2020-11-07,ON,1,1,1,1,55.0,125.0,405.0,560.0
1257,2020,2020-11-07,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1258,2020,2020-11-07,QC,1,1,1,1,10.0,75.0,270.0,350.0
1259,2020,2020-11-07,Saskatchewan,1,1,1,1,10.0,5.0,30.0,50.0
1260,2020,2020-11-07,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1261,2020,2020-11-14,Alberta,1,1,1,1,15.0,40.0,90.0,120.0
1262,2020,2020-11-14,BC,1,1,1,1,20.0,40.0,140.0,170.0
1263,2020,2020-11-14,Manitoba,1,1,1,1,10.0,15.0,55.0,60.0
1264,2020,2020-11-14,New Brunswick,1,1,1,1,5.0,10.0,35.0,30.0
1265,2020,2020-11-14,Newfoundland and Labrador,1,1,1,1,5.0,0.0,20.0,10.0
1266,2020,2020-11-14,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1267,2020,2020-11-14,Nova Scotia,1,1,1,1,0.0,15.0,45.0,45.0
1268,2020,2020-11-14,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1269,2020,2020-11-14,ON,1,1,1,1,40.0,120.0,455.0,515.0
1270,2020,2020-11-14,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1271,2020,2020-11-14,QC,1,1,1,1,20.0,75.0,295.0,355.0
1272,2020,2020-11-14,Saskatchewan,1,1,1,1,10.0,10.0,30.0,50.0
1273,2020,2020-11-14,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1274,2020,2020-11-21,Alberta,1,1,1,1,10.0,45.0,95.0,125.0
1275,2020,2020-11-21,BC,1,1,1,1,5.0,45.0,135.0,195.0
1276,2020,2020-11-21,Manitoba,1,1,1,1,5.0,20.0,40.0,55.0
1277,2020,2020-11-21,New Brunswick,1,1,1,1,5.0,10.0,35.0,25.0
1278,2020,2020-11-21,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,20.0
1279,2020,2020-11-21,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1280,2020,2020-11-21,Nova Scotia,1,1,1,1,5.0,15.0,35.0,50.0
1281,2020,2020-11-21,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1282,2020,2020-11-21,ON,1,1,1,1,35.0,140.0,415.0,545.0
1283,2020,2020-11-21,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1284,2020,2020-11-21,QC,1,1,1,1,20.0,55.0,255.0,335.0
1285,2020,2020-11-21,Saskatchewan,1,1,1,1,0.0,10.0,30.0,35.0
1286,2020,2020-11-21,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1287,2020,2020-11-28,Alberta,1,1,1,1,25.0,45.0,90.0,130.0
1288,2020,2020-11-28,BC,1,1,1,1,10.0,35.0,125.0,210.0
1289,2020,2020-11-28,Manitoba,1,1,1,1,10.0,15.0,50.0,75.0
1290,2020,2020-11-28,New Brunswick,1,1,1,1,5.0,10.0,25.0,30.0
1291,2020,2020-11-28,Newfoundland and Labrador,1,1,1,1,0.0,10.0,15.0,25.0
1292,2020,2020-11-28,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1293,2020,2020-11-28,Nova Scotia,1,1,1,1,0.0,5.0,50.0,40.0
1294,2020,2020-11-28,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1295,2020,2020-11-28,ON,1,1,1,1,45.0,115.0,420.0,555.0
1296,2020,2020-11-28,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1297,2020,2020-11-28,QC,1,1,1,1,15.0,65.0,300.0,345.0
1298,2020,2020-11-28,Saskatchewan,1,1,1,1,5.0,10.0,30.0,40.0
1299,2020,2020-11-28,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1300,2020,2020-12-05,Alberta,1,1,1,1,25.0,40.0,105.0,130.0
1301,2020,2020-12-05,BC,1,1,1,1,20.0,35.0,180.0,200.0
1302,2020,2020-12-05,Manitoba,1,1,1,1,10.0,20.0,60.0,85.0
1303,2020,2020-12-05,New Brunswick,1,1,1,1,0.0,15.0,25.0,25.0
1304,2020,2020-12-05,Newfoundland and Labrador,1,1,1,1,0.0,5.0,25.0,20.0
1305,2020,2020-12-05,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1306,2020,2020-12-05,Nova Scotia,1,1,1,1,5.0,10.0,35.0,45.0
1307,2020,2020-12-05,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1308,2020,2020-12-05,ON,1,1,1,1,40.0,120.0,450.0,505.0
1309,2020,2020-12-05,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1310,2020,2020-12-05,QC,1,1,1,1,10.0,60.0,300.0,395.0
1311,2020,2020-12-05,Saskatchewan,1,1,1,1,5.0,15.0,40.0,60.0
1312,2020,2020-12-05,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1313,2020,2020-12-12,Alberta,1,1,1,1,20.0,40.0,120.0,150.0
1314,2020,2020-12-12,BC,1,1,1,1,15.0,30.0,175.0,215.0
1315,2020,2020-12-12,Manitoba,1,1,1,1,5.0,15.0,55.0,65.0
1316,2020,2020-12-12,New Brunswick,1,1,1,1,0.0,5.0,30.0,35.0
1317,2020,2020-12-12,Newfoundland and Labrador,1,1,1,1,0.0,5.0,30.0,20.0
1318,2020,2020-12-12,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1319,2020,2020-12-12,Nova Scotia,1,1,1,1,5.0,10.0,40.0,45.0
1320,2020,2020-12-12,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1321,2020,2020-12-12,ON,1,1,1,1,40.0,135.0,400.0,550.0
1322,2020,2020-12-12,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1323,2020,2020-12-12,QC,1,1,1,1,10.0,70.0,280.0,390.0
1324,2020,2020-12-12,Saskatchewan,1,1,1,1,15.0,10.0,35.0,60.0
1325,2020,2020-12-12,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1326,2020,2020-12-19,Alberta,1,1,1,1,20.0,35.0,115.0,145.0
1327,2020,2020-12-19,BC,1,1,1,1,15.0,35.0,160.0,210.0
1328,2020,2020-12-19,Manitoba,1,1,1,1,5.0,15.0,45.0,60.0
1329,2020,2020-12-19,New Brunswick,1,1,1,1,0.0,5.0,25.0,30.0
1330,2020,2020-12-19,Newfoundland and Labrador,1,1,1,1,0.0,10.0,20.0,25.0
1331,2020,2020-12-19,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1332,2020,2020-12-19,Nova Scotia,1,1,1,1,0.0,10.0,40.0,40.0
1333,2020,2020-12-19,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1334,2020,2020-12-19,ON,1,1,1,1,35.0,105.0,400.0,530.0
1335,2020,2020-12-19,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1336,2020,2020-12-19,QC,1,1,1,1,15.0,75.0,285.0,390.0
1337,2020,2020-12-19,Saskatchewan,1,1,1,1,5.0,15.0,35.0,50.0
1338,2020,2020-12-19,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1339,2020,2020-12-26,Alberta,1,1,1,1,25.0,40.0,140.0,145.0
1340,2020,2020-12-26,BC,1,1,1,1,15.0,45.0,140.0,190.0
1341,2020,2020-12-26,Manitoba,1,1,1,1,10.0,15.0,55.0,75.0
1342,2020,2020-12-26,New Brunswick,1,1,1,1,5.0,5.0,40.0,30.0
1343,2020,2020-12-26,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,15.0
1344,2020,2020-12-26,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1345,2020,2020-12-26,Nova Scotia,1,1,1,1,5.0,10.0,50.0,50.0
1346,2020,2020-12-26,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1347,2020,2020-12-26,ON,1,1,1,1,25.0,130.0,405.0,575.0
1348,2020,2020-12-26,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1349,2020,2020-12-26,QC,1,1,1,1,15.0,75.0,310.0,410.0
1350,2020,2020-12-26,Saskatchewan,1,1,1,1,10.0,15.0,45.0,60.0
1351,2020,2020-12-26,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1352,2021,2021-01-02,Alberta,1,1,1,1,15.0,50.0,140.0,170.0
1353,2021,2021-01-02,BC,1,1,1,1,15.0,50.0,170.0,210.0
1354,2021,2021-01-02,Manitoba,1,1,1,1,10.0,15.0,55.0,50.0
1355,2021,2021-01-02,New Brunswick,1,1,1,1,0.0,10.0,25.0,20.0
1356,2021,2021-01-02,Newfoundland and Labrador,1,1,1,1,0.0,10.0,30.0,20.0
1357,2021,2021-01-02,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1358,2021,2021-01-02,Nova Scotia,1,1,1,1,0.0,10.0,35.0,45.0
1359,2021,2021-01-02,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1360,2021,2021-01-02,ON,1,1,1,1,35.0,135.0,480.0,595.0
1361,2021,2021-01-02,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1362,2021,2021-01-02,QC,1,1,1,1,20.0,65.0,285.0,395.0
1363,2021,2021-01-02,Saskatchewan,1,1,1,1,10.0,10.0,30.0,45.0
1364,2021,2021-01-02,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1365,2021,2021-01-09,Alberta,1,1,1,1,15.0,45.0,120.0,135.0
1366,2021,2021-01-09,BC,1,1,1,1,10.0,35.0,145.0,180.0
1367,2021,2021-01-09,Manitoba,1,1,1,1,0.0,20.0,55.0,60.0
1368,2021,2021-01-09,New Brunswick,1,1,1,1,0.0,10.0,25.0,35.0
1369,2021,2021-01-09,Newfoundland and Labrador,1,1,1,1,5.0,5.0,30.0,15.0
1370,2021,2021-01-09,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1371,2021,2021-01-09,Nova Scotia,1,1,1,1,5.0,15.0,40.0,35.0
1372,2021,2021-01-09,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1373,2021,2021-01-09,ON,1,1,1,1,45.0,145.0,480.0,630.0
1374,2021,2021-01-09,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1375,2021,2021-01-09,QC,1,1,1,1,20.0,70.0,330.0,410.0
1376,2021,2021-01-09,Saskatchewan,1,1,1,1,5.0,25.0,35.0,60.0
1377,2021,2021-01-09,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1378,2021,2021-01-16,Alberta,1,1,1,1,20.0,35.0,130.0,155.0
1379,2021,2021-01-16,BC,1,1,1,1,20.0,45.0,150.0,195.0
1380,2021,2021-01-16,Manitoba,1,1,1,1,5.0,10.0,35.0,40.0
1381,2021,2021-01-16,New Brunswick,1,1,1,1,5.0,10.0,25.0,25.0
1382,2021,2021-01-16,Newfoundland and Labrador,1,1,1,1,0.0,15.0,30.0,20.0
1383,2021,2021-01-16,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1384,2021,2021-01-16,Nova Scotia,1,1,1,1,5.0,10.0,45.0,30.0
1385,2021,2021-01-16,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1386,2021,2021-01-16,ON,1,1,1,1,30.0,120.0,470.0,625.0
1387,2021,2021-01-16,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1388,2021,2021-01-16,QC,1,1,1,1,15.0,70.0,305.0,440.0
1389,2021,2021-01-16,Saskatchewan,1,1,1,1,10.0,15.0,45.0,60.0
1390,2021,2021-01-16,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1391,2021,2021-01-23,Alberta,1,1,1,1,25.0,40.0,100.0,135.0
1392,2021,2021-01-23,BC,1,1,1,1,15.0,35.0,155.0,170.0
1393,2021,2021-01-23,Manitoba,1,1,1,1,5.0,10.0,50.0,55.0
1394,2021,2021-01-23,New Brunswick,1,1,1,1,5.0,10.0,40.0,35.0
1395,2021,2021-01-23,Newfoundland and Labrador,1,1,1,1,0.0,5.0,25.0,25.0
1396,2021,2021-01-23,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1397,2021,2021-01-23,Nova Scotia,1,1,1,1,5.0,10.0,35.0,35.0
1398,2021,2021-01-23,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1399,2021,2021-01-23,ON,1,1,1,1,45.0,135.0,505.0,590.0
1400,2021,2021-01-23,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1401,2021,2021-01-23,QC,1,1,1,1,15.0,75.0,295.0,400.0
1402,2021,2021-01-23,Saskatchewan,1,1,1,1,5.0,10.0,45.0,40.0
1403,2021,2021-01-23,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1404,2021,2021-01-30,Alberta,1,1,1,1,15.0,50.0,100.0,115.0
1405,2021,2021-01-30,BC,1,1,1,1,15.0,35.0,170.0,175.0
1406,2021,2021-01-30,Manitoba,1,1,1,1,0.0,20.0,50.0,50.0
1407,2021,2021-01-30,New Brunswick,1,1,1,1,5.0,20.0,30.0,30.0
1408,2021,2021-01-30,Newfoundland and Labrador,1,1,1,1,5.0,5.0,30.0,25.0
