,Year,Week,Province,"Age at time of death_Age at time of death, 0 to 44 years","Age at time of death_Age at time of death, 45 to 64 years","Age at time of death_Age at time of death, 65 to 84 years","Age at time of death_Age at time of death, 85 years and over","Age at time of death_Age at time of death, 0 to 44 years female","Age at time of death_Age at time of death, 45 to 64 years female","Age at time of death_Age at time of death, 65 to 84 years female","Age at time of death_Age at time of death, 85 years and over female"
1409,2021,2021-01-30,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1410,2021,2021-01-30,Nova Scotia,1,1,1,1,5.0,10.0,35.0,30.0
1411,2021,2021-01-30,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1412,2021,2021-01-30,ON,1,1,1,1,45.0,150.0,485.0,620.0
1413,2021,2021-01-30,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1414,2021,2021-01-30,QC,1,1,1,1,10.0,55.0,275.0,350.0
1415,2021,2021-01-30,Saskatchewan,1,1,1,1,5.0,15.0,55.0,55.0
1416,2021,2021-01-30,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1417,2021,2021-02-06,Alberta,1,1,1,1,15.0,35.0,110.0,115.0
1418,2021,2021-02-06,BC,1,1,1,1,15.0,30.0,155.0,190.0
1419,2021,2021-02-06,Manitoba,1,1,1,1,5.0,15.0,40.0,40.0
1420,2021,2021-02-06,New Brunswick,1,1,1,1,5.0,10.0,30.0,40.0
1421,2021,2021-02-06,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,15.0
1422,2021,2021-02-06,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1423,2021,2021-02-06,Nova Scotia,1,1,1,1,0.0,10.0,45.0,40.0
1424,2021,2021-02-06,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1425,2021,2021-02-06,ON,1,1,1,1,50.0,150.0,445.0,580.0
1426,2021,2021-02-06,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1427,2021,2021-02-06,QC,1,1,1,1,15.0,70.0,315.0,400.0
1428,2021,2021-02-06,Saskatchewan,1,1,1,1,5.0,15.0,45.0,60.0
1429,2021,2021-02-06,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1430,2021,2021-02-13,Alberta,1,1,1,1,10.0,35.0,105.0,110.0
1431,2021,2021-02-13,BC,1,1,1,1,20.0,50.0,165.0,175.0
1432,2021,2021-02-13,Manitoba,1,1,1,1,5.0,10.0,45.0,40.0
1433,2021,2021-02-13,New Brunswick,1,1,1,1,0.0,10.0,30.0,30.0
1434,2021,2021-02-13,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,10.0
1435,2021,2021-02-13,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1436,2021,2021-02-13,Nova Scotia,1,1,1,1,0.0,10.0,50.0,45.0
1437,2021,2021-02-13,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1438,2021,2021-02-13,ON,1,1,1,1,30.0,115.0,440.0,540.0
1439,2021,2021-02-13,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1440,2021,2021-02-13,QC,1,1,1,1,15.0,50.0,275.0,310.0
1441,2021,2021-02-13,Saskatchewan,1,1,1,1,10.0,10.0,35.0,50.0
1442,2021,2021-02-13,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1443,2021,2021-02-20,Alberta,1,1,1,1,15.0,35.0,95.0,115.0
1444,2021,2021-02-20,BC,1,1,1,1,15.0,35.0,145.0,175.0
1445,2021,2021-02-20,Manitoba,1,1,1,1,5.0,5.0,45.0,50.0
1446,2021,2021-02-20,New Brunswick,1,1,1,1,5.0,15.0,35.0,30.0
1447,2021,2021-02-20,Newfoundland and Labrador,1,1,1,1,0.0,10.0,15.0,20.0
1448,2021,2021-02-20,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1449,2021,2021-02-20,Nova Scotia,1,1,1,1,5.0,10.0,35.0,35.0
1450,2021,2021-02-20,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1451,2021,2021-02-20,ON,1,1,1,1,50.0,135.0,415.0,515.0
1452,2021,2021-02-20,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1453,2021,2021-02-20,QC,1,1,1,1,20.0,60.0,275.0,315.0
1454,2021,2021-02-20,Saskatchewan,1,1,1,1,10.0,10.0,40.0,55.0
1455,2021,2021-02-20,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1456,2021,2021-02-27,Alberta,1,1,1,1,15.0,35.0,105.0,115.0
1457,2021,2021-02-27,BC,1,1,1,1,15.0,35.0,160.0,175.0
1458,2021,2021-02-27,Manitoba,1,1,1,1,5.0,15.0,30.0,45.0
1459,2021,2021-02-27,New Brunswick,1,1,1,1,0.0,10.0,15.0,25.0
1460,2021,2021-02-27,Newfoundland and Labrador,1,1,1,1,0.0,0.0,20.0,25.0
1461,2021,2021-02-27,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1462,2021,2021-02-27,Nova Scotia,1,1,1,1,0.0,10.0,45.0,40.0
1463,2021,2021-02-27,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1464,2021,2021-02-27,ON,1,1,1,1,25.0,120.0,435.0,545.0
1465,2021,2021-02-27,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1466,2021,2021-02-27,QC,1,1,1,1,10.0,65.0,275.0,330.0
1467,2021,2021-02-27,Saskatchewan,1,1,1,1,5.0,10.0,25.0,50.0
1468,2021,2021-02-27,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1469,2021,2021-03-06,Alberta,1,1,1,1,20.0,35.0,100.0,110.0
1470,2021,2021-03-06,BC,1,1,1,1,20.0,30.0,130.0,170.0
1471,2021,2021-03-06,Manitoba,1,1,1,1,10.0,10.0,40.0,55.0
1472,2021,2021-03-06,New Brunswick,1,1,1,1,0.0,10.0,40.0,35.0
1473,2021,2021-03-06,Newfoundland and Labrador,1,1,1,1,5.0,5.0,30.0,20.0
1474,2021,2021-03-06,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1475,2021,2021-03-06,Nova Scotia,1,1,1,1,0.0,15.0,40.0,35.0
1476,2021,2021-03-06,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1477,2021,2021-03-06,ON,1,1,1,1,45.0,105.0,420.0,495.0
1478,2021,2021-03-06,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1479,2021,2021-03-06,QC,1,1,1,1,15.0,65.0,260.0,295.0
1480,2021,2021-03-06,Saskatchewan,1,1,1,1,5.0,15.0,40.0,40.0
1481,2021,2021-03-06,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1482,2021,2021-03-13,Alberta,1,1,1,1,15.0,30.0,95.0,110.0
1483,2021,2021-03-13,BC,1,1,1,1,15.0,55.0,150.0,155.0
1484,2021,2021-03-13,Manitoba,1,1,1,1,5.0,15.0,40.0,45.0
1485,2021,2021-03-13,New Brunswick,1,1,1,1,5.0,5.0,35.0,30.0
1486,2021,2021-03-13,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,20.0
1487,2021,2021-03-13,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1488,2021,2021-03-13,Nova Scotia,1,1,1,1,5.0,5.0,35.0,45.0
1489,2021,2021-03-13,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1490,2021,2021-03-13,ON,1,1,1,1,40.0,120.0,425.0,525.0
1491,2021,2021-03-13,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1492,2021,2021-03-13,QC,1,1,1,1,5.0,65.0,275.0,305.0
1493,2021,2021-03-13,Saskatchewan,1,1,1,1,10.0,10.0,30.0,40.0
1494,2021,2021-03-13,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1495,2021,2021-03-20,Alberta,1,1,1,1,25.0,30.0,90.0,100.0
1496,2021,2021-03-20,BC,1,1,1,1,15.0,40.0,160.0,200.0
1497,2021,2021-03-20,Manitoba,1,1,1,1,10.0,10.0,35.0,40.0
1498,2021,2021-03-20,New Brunswick,1,1,1,1,0.0,5.0,30.0,20.0
1499,2021,2021-03-20,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,10.0
1500,2021,2021-03-20,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1501,2021,2021-03-20,Nova Scotia,1,1,1,1,0.0,10.0,40.0,25.0
1502,2021,2021-03-20,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1503,2021,2021-03-20,ON,1,1,1,1,35.0,130.0,390.0,460.0
1504,2021,2021-03-20,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1505,2021,2021-03-20,QC,1,1,1,1,20.0,70.0,275.0,290.0
1506,2021,2021-03-20,Saskatchewan,1,1,1,1,5.0,5.0,35.0,50.0
1507,2021,2021-03-20,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1508,2021,2021-03-27,Alberta,1,1,1,1,20.0,35.0,85.0,120.0
1509,2021,2021-03-27,BC,1,1,1,1,10.0,45.0,130.0,175.0
1510,2021,2021-03-27,Manitoba,1,1,1,1,5.0,10.0,40.0,30.0
1511,2021,2021-03-27,New Brunswick,1,1,1,1,0.0,10.0,40.0,30.0
1512,2021,2021-03-27,Newfoundland and Labrador,1,1,1,1,0.0,5.0,25.0,20.0
1513,2021,2021-03-27,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1514,2021,2021-03-27,Nova Scotia,1,1,1,1,5.0,15.0,30.0,40.0
1515,2021,2021-03-27,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1516,2021,2021-03-27,ON,1,1,1,1,35.0,130.0,440.0,485.0
1517,2021,2021-03-27,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1518,2021,2021-03-27,QC,1,1,1,1,15.0,70.0,260.0,305.0
1519,2021,2021-03-27,Saskatchewan,1,1,1,1,5.0,15.0,35.0,35.0
1520,2021,2021-03-27,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1521,2021,2021-04-03,Alberta,1,1,1,1,10.0,40.0,85.0,110.0
1522,2021,2021-04-03,BC,1,1,1,1,10.0,45.0,165.0,150.0
1523,2021,2021-04-03,Manitoba,1,1,1,1,10.0,15.0,35.0,35.0
1524,2021,2021-04-03,New Brunswick,1,1,1,1,5.0,5.0,40.0,30.0
1525,2021,2021-04-03,Newfoundland and Labrador,1,1,1,1,0.0,10.0,35.0,20.0
1526,2021,2021-04-03,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1527,2021,2021-04-03,Nova Scotia,1,1,1,1,5.0,15.0,40.0,35.0
1528,2021,2021-04-03,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1529,2021,2021-04-03,ON,1,1,1,1,40.0,120.0,380.0,450.0
1530,2021,2021-04-03,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1531,2021,2021-04-03,QC,1,1,1,1,10.0,45.0,255.0,295.0
1532,2021,2021-04-03,Saskatchewan,1,1,1,1,5.0,10.0,40.0,35.0
1533,2021,2021-04-03,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1534,2021,2021-04-10,Alberta,1,1,1,1,15.0,40.0,100.0,100.0
1535,2021,2021-04-10,BC,1,1,1,1,20.0,45.0,160.0,165.0
1536,2021,2021-04-10,Manitoba,1,1,1,1,5.0,5.0,40.0,40.0
1537,2021,2021-04-10,New Brunswick,1,1,1,1,0.0,10.0,30.0,30.0
1538,2021,2021-04-10,Newfoundland and Labrador,1,1,1,1,0.0,5.0,25.0,20.0
1539,2021,2021-04-10,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1540,2021,2021-04-10,Nova Scotia,1,1,1,1,0.0,15.0,30.0,40.0
1541,2021,2021-04-10,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1542,2021,2021-04-10,ON,1,1,1,1,40.0,145.0,450.0,480.0
1543,2021,2021-04-10,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1544,2021,2021-04-10,QC,1,1,1,1,15.0,60.0,300.0,260.0
1545,2021,2021-04-10,Saskatchewan,1,1,1,1,5.0,15.0,30.0,30.0
1546,2021,2021-04-10,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1547,2021,2021-04-17,Alberta,1,1,1,1,20.0,35.0,80.0,95.0
1548,2021,2021-04-17,BC,1,1,1,1,15.0,45.0,150.0,160.0
1549,2021,2021-04-17,Manitoba,1,1,1,1,5.0,15.0,40.0,45.0
1550,2021,2021-04-17,New Brunswick,1,1,1,1,5.0,15.0,25.0,25.0
1551,2021,2021-04-17,Newfoundland and Labrador,1,1,1,1,0.0,5.0,30.0,10.0
1552,2021,2021-04-17,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1553,2021,2021-04-17,Nova Scotia,1,1,1,1,5.0,10.0,35.0,40.0
1554,2021,2021-04-17,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1555,2021,2021-04-17,ON,1,1,1,1,40.0,135.0,430.0,480.0
1556,2021,2021-04-17,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1557,2021,2021-04-17,QC,1,1,1,1,15.0,70.0,270.0,275.0
1558,2021,2021-04-17,Saskatchewan,1,1,1,1,10.0,10.0,35.0,40.0
1559,2021,2021-04-17,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1560,2021,2021-04-24,Alberta,1,1,1,1,20.0,50.0,95.0,90.0
1561,2021,2021-04-24,BC,1,1,1,1,10.0,30.0,135.0,135.0
1562,2021,2021-04-24,Manitoba,1,1,1,1,5.0,20.0,30.0,35.0
1563,2021,2021-04-24,New Brunswick,1,1,1,1,0.0,10.0,35.0,35.0
1564,2021,2021-04-24,Newfoundland and Labrador,1,1,1,1,5.0,10.0,25.0,15.0
1565,2021,2021-04-24,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1566,2021,2021-04-24,Nova Scotia,1,1,1,1,0.0,20.0,35.0,35.0
1567,2021,2021-04-24,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1568,2021,2021-04-24,ON,1,1,1,1,40.0,135.0,485.0,440.0
1569,2021,2021-04-24,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1570,2021,2021-04-24,QC,1,1,1,1,10.0,65.0,235.0,285.0
1571,2021,2021-04-24,Saskatchewan,1,1,1,1,5.0,5.0,35.0,55.0
1572,2021,2021-04-24,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1573,2021,2021-05-01,Alberta,1,1,1,1,15.0,35.0,100.0,100.0
1574,2021,2021-05-01,BC,1,1,1,1,20.0,40.0,125.0,140.0
1575,2021,2021-05-01,Manitoba,1,1,1,1,5.0,5.0,35.0,35.0
1576,2021,2021-05-01,New Brunswick,1,1,1,1,5.0,10.0,30.0,30.0
1577,2021,2021-05-01,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,20.0
1578,2021,2021-05-01,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1579,2021,2021-05-01,Nova Scotia,1,1,1,1,0.0,10.0,40.0,40.0
1580,2021,2021-05-01,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1581,2021,2021-05-01,ON,1,1,1,1,40.0,135.0,430.0,530.0
1582,2021,2021-05-01,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1583,2021,2021-05-01,QC,1,1,1,1,20.0,80.0,280.0,275.0
1584,2021,2021-05-01,Saskatchewan,1,1,1,1,5.0,15.0,30.0,50.0
1585,2021,2021-05-01,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1586,2021,2021-05-08,Alberta,1,1,1,1,20.0,25.0,95.0,90.0
1587,2021,2021-05-08,BC,1,1,1,1,20.0,40.0,150.0,180.0
1588,2021,2021-05-08,Manitoba,1,1,1,1,5.0,25.0,35.0,45.0
1589,2021,2021-05-08,New Brunswick,1,1,1,1,0.0,10.0,25.0,30.0
1590,2021,2021-05-08,Newfoundland and Labrador,1,1,1,1,5.0,5.0,20.0,15.0
1591,2021,2021-05-08,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1592,2021,2021-05-08,Nova Scotia,1,1,1,1,5.0,10.0,35.0,45.0
1593,2021,2021-05-08,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1594,2021,2021-05-08,ON,1,1,1,1,35.0,135.0,435.0,470.0
1595,2021,2021-05-08,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1596,2021,2021-05-08,QC,1,1,1,1,15.0,70.0,265.0,270.0
1597,2021,2021-05-08,Saskatchewan,1,1,1,1,10.0,10.0,25.0,40.0
1598,2021,2021-05-08,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1599,2021,2021-05-15,Alberta,1,1,1,1,15.0,40.0,100.0,105.0
1600,2021,2021-05-15,BC,1,1,1,1,5.0,45.0,140.0,150.0
1601,2021,2021-05-15,Manitoba,1,1,1,1,10.0,10.0,40.0,45.0
1602,2021,2021-05-15,New Brunswick,1,1,1,1,0.0,15.0,45.0,35.0
1603,2021,2021-05-15,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,15.0
1604,2021,2021-05-15,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1605,2021,2021-05-15,Nova Scotia,1,1,1,1,0.0,15.0,45.0,30.0
1606,2021,2021-05-15,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1607,2021,2021-05-15,ON,1,1,1,1,45.0,140.0,435.0,455.0
1608,2021,2021-05-15,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1609,2021,2021-05-15,QC,1,1,1,1,20.0,75.0,230.0,270.0
1610,2021,2021-05-15,Saskatchewan,1,1,1,1,5.0,10.0,45.0,40.0
1611,2021,2021-05-15,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1612,2021,2021-05-22,Alberta,1,1,1,1,10.0,30.0,105.0,80.0
1613,2021,2021-05-22,BC,1,1,1,1,10.0,40.0,155.0,160.0
1614,2021,2021-05-22,Manitoba,1,1,1,1,10.0,10.0,40.0,40.0
1615,2021,2021-05-22,New Brunswick,1,1,1,1,0.0,5.0,30.0,30.0
1616,2021,2021-05-22,Newfoundland and Labrador,1,1,1,1,0.0,5.0,35.0,10.0
1617,2021,2021-05-22,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1618,2021,2021-05-22,Nova Scotia,1,1,1,1,0.0,15.0,45.0,45.0
1619,2021,2021-05-22,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1620,2021,2021-05-22,ON,1,1,1,1,45.0,125.0,435.0,460.0
1621,2021,2021-05-22,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1622,2021,2021-05-22,QC,1,1,1,1,15.0,65.0,260.0,300.0
1623,2021,2021-05-22,Saskatchewan,1,1,1,1,5.0,10.0,30.0,35.0
1624,2021,2021-05-22,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1625,2021,2021-05-29,Alberta,1,1,1,1,20.0,50.0,80.0,110.0
1626,2021,2021-05-29,BC,1,1,1,1,20.0,45.0,130.0,135.0
1627,2021,2021-05-29,Manitoba,1,1,1,1,5.0,15.0,40.0,35.0
1628,2021,2021-05-29,New Brunswick,1,1,1,1,5.0,5.0,20.0,25.0
1629,2021,2021-05-29,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,15.0
1630,2021,2021-05-29,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1631,2021,2021-05-29,Nova Scotia,1,1,1,1,0.0,10.0,50.0,30.0
1632,2021,2021-05-29,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1633,2021,2021-05-29,ON,1,1,1,1,45.0,125.0,390.0,390.0
1634,2021,2021-05-29,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1635,2021,2021-05-29,QC,1,1,1,1,15.0,50.0,225.0,275.0
1636,2021,2021-05-29,Saskatchewan,1,1,1,1,5.0,10.0,35.0,35.0
1637,2021,2021-05-29,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1638,2021,2021-06-05,Alberta,1,1,1,1,25.0,30.0,90.0,110.0
1639,2021,2021-06-05,BC,1,1,1,1,15.0,40.0,135.0,170.0
1640,2021,2021-06-05,Manitoba,1,1,1,1,5.0,10.0,45.0,60.0
1641,2021,2021-06-05,New Brunswick,1,1,1,1,5.0,5.0,35.0,25.0
1642,2021,2021-06-05,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,20.0
1643,2021,2021-06-05,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1644,2021,2021-06-05,Nova Scotia,1,1,1,1,0.0,15.0,40.0,35.0
1645,2021,2021-06-05,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1646,2021,2021-06-05,ON,1,1,1,1,45.0,120.0,380.0,430.0
1647,2021,2021-06-05,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1648,2021,2021-06-05,QC,1,1,1,1,15.0,65.0,240.0,280.0
1649,2021,2021-06-05,Saskatchewan,1,1,1,1,10.0,10.0,30.0,35.0
1650,2021,2021-06-05,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1651,2021,2021-06-12,Alberta,1,1,1,1,15.0,45.0,95.0,90.0
1652,2021,2021-06-12,BC,1,1,1,1,15.0,45.0,155.0,145.0
1653,2021,2021-06-12,Manitoba,1,1,1,1,5.0,10.0,40.0,45.0
1654,2021,2021-06-12,New Brunswick,1,1,1,1,0.0,10.0,35.0,40.0
1655,2021,2021-06-12,Newfoundland and Labrador,1,1,1,1,5.0,0.0,20.0,15.0
1656,2021,2021-06-12,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1657,2021,2021-06-12,Nova Scotia,1,1,1,1,5.0,0.0,45.0,35.0
1658,2021,2021-06-12,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1659,2021,2021-06-12,ON,1,1,1,1,30.0,120.0,410.0,380.0
1660,2021,2021-06-12,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1661,2021,2021-06-12,QC,1,1,1,1,10.0,55.0,250.0,240.0
1662,2021,2021-06-12,Saskatchewan,1,1,1,1,5.0,10.0,40.0,40.0
1663,2021,2021-06-12,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1664,2021,2021-06-19,Alberta,1,1,1,1,15.0,30.0,95.0,85.0
1665,2021,2021-06-19,BC,1,1,1,1,20.0,30.0,140.0,125.0
1666,2021,2021-06-19,Manitoba,1,1,1,1,5.0,20.0,45.0,35.0
1667,2021,2021-06-19,New Brunswick,1,1,1,1,5.0,5.0,30.0,25.0
1668,2021,2021-06-19,Newfoundland and Labrador,1,1,1,1,5.0,0.0,30.0,25.0
1669,2021,2021-06-19,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1670,2021,2021-06-19,Nova Scotia,1,1,1,1,5.0,10.0,40.0,35.0
1671,2021,2021-06-19,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1672,2021,2021-06-19,ON,1,1,1,1,35.0,125.0,375.0,455.0
1673,2021,2021-06-19,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1674,2021,2021-06-19,QC,1,1,1,1,25.0,65.0,255.0,265.0
1675,2021,2021-06-19,Saskatchewan,1,1,1,1,5.0,10.0,30.0,35.0
1676,2021,2021-06-19,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
1677,2021,2021-06-26,Alberta,1,1,1,1,15.0,25.0,90.0,75.0
1678,2021,2021-06-26,BC,1,1,1,1,20.0,50.0,130.0,175.0
1679,2021,2021-06-26,Manitoba,1,1,1,1,0.0,15.0,30.0,45.0
1680,2021,2021-06-26,New Brunswick,1,1,1,1,5.0,10.0,40.0,20.0
1681,2021,2021-06-26,Newfoundland and Labrador,1,1,1,1,0.0,10.0,20.0,25.0
1682,2021,2021-06-26,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
1683,2021,2021-06-26,Nova Scotia,1,1,1,1,5.0,10.0,35.0,30.0
1684,2021,2021-06-26,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
1685,2021,2021-06-26,ON,1,1,1,1,30.0,100.0,395.0,380.0
1686,2021,2021-06-26,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
1687,2021,2021-06-26,QC,1,1,1,1,15.0,60.0,245.0,250.0
1688,2021,2021-06-26,Saskatchewan,1,1,1,1,5.0,15.0,35.0,50.0
1689,2021,2021-06-26,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
